gemeente;nis;jaar;inwoners
Machelen;23047;2008;12953
Machelen;23047;2009;13214
Machelen;23047;2010;13330
Machelen;23047;2011;13566
Machelen;23047;2012;13738
Machelen;23047;2013;13987
Machelen;23047;2014;14271
Machelen;23047;2015;14454
Machelen;23047;2016;14764
Maldegem;43010;1997;21841
Maldegem;43010;1998;21892
Maldegem;43010;1999;21965
Maldegem;43010;2000;22036
Maldegem;43010;2001;22075
Maldegem;43010;2002;22081
Maldegem;43010;2003;22088
Maldegem;43010;2004;22014
Maldegem;43010;2005;22129
Maldegem;43010;2006;22289
Maldegem;43010;2007;22366
Maldegem;43010;2008;22397
Maldegem;43010;2009;22667
Maldegem;43010;2010;22791
Maldegem;43010;2011;22997
Maldegem;43010;2012;23126
Maldegem;43010;2013;23138
Maldegem;43010;2014;23263
Maldegem;43010;2015;23420
Maldegem;43010;2016;23452
Malle;11057;1997;13589
Malle;11057;1998;13737
Malle;11057;1999;13885
Malle;11057;2000;13922
Malle;11057;2001;13949
Malle;11057;2002;14070
Malle;11057;2003;14058
Malle;11057;2004;14096
Malle;11057;2005;14150
Malle;11057;2006;14083
Malle;11057;2007;14158
Malle;11057;2008;14225
Malle;11057;2009;14422
Malle;11057;2010;14531
Malle;11057;2011;14616
Malle;11057;2012;14763
Malle;11057;2013;14948
Malle;11057;2014;15013
Malle;11057;2015;15083
Malle;11057;2016;15158
Mechelen;12025;1997;75255
Mechelen;12025;1998;75429
Mechelen;12025;1999;75418
Mechelen;12025;2000;75438
Mechelen;12025;2001;75560
Mechelen;12025;2002;75946
Mechelen;12025;2003;76485
Mechelen;12025;2004;76981
Mechelen;12025;2005;77480
Mechelen;12025;2006;78268
Mechelen;12025;2007;78900
Mechelen;12025;2008;79503
Mechelen;12025;2009;80205
Mechelen;12025;2010;80940
Mechelen;12025;2011;81927
Mechelen;12025;2012;82325
Mechelen;12025;2013;82602
Mechelen;12025;2014;83194
Mechelen;12025;2015;83975
Mechelen;12025;2016;84523
Meerhout;13021;1997;9268
Meerhout;13021;1998;9221
Meerhout;13021;1999;9184
Meerhout;13021;2000;9192
Meerhout;13021;2001;9204
Meerhout;13021;2002;9239
Meerhout;13021;2003;9276
Meerhout;13021;2004;9279
Meerhout;13021;2005;9317
Meerhout;13021;2006;9361
Meerhout;13021;2007;9463
Meerhout;13021;2008;9578
Meerhout;13021;2009;9661
Meerhout;13021;2010;9725
Meerhout;13021;2011;9803
Meerhout;13021;2012;9913
Meerhout;13021;2013;9961
Meerhout;13021;2014;10086
Meerhout;13021;2015;10190
Meerhout;13021;2016;10162
Meeuwen-Gruitrode;72040;1997;12291
Meeuwen-Gruitrode;72040;1998;12404
Meeuwen-Gruitrode;72040;1999;12473
Meeuwen-Gruitrode;72040;2000;12513
Meeuwen-Gruitrode;72040;2001;12566
Meeuwen-Gruitrode;72040;2002;12543
Meeuwen-Gruitrode;72040;2003;12539
Meeuwen-Gruitrode;72040;2004;12528
Meeuwen-Gruitrode;72040;2005;12505
Meeuwen-Gruitrode;72040;2006;12583
Meeuwen-Gruitrode;72040;2007;12611
Meeuwen-Gruitrode;72040;2008;12664
Meeuwen-Gruitrode;72040;2009;12687
Meeuwen-Gruitrode;72040;2010;12832
Meeuwen-Gruitrode;72040;2011;12892
Meeuwen-Gruitrode;72040;2012;12960
Meeuwen-Gruitrode;72040;2013;13049
Meeuwen-Gruitrode;72040;2014;13008
Meeuwen-Gruitrode;72040;2015;13024
Meeuwen-Gruitrode;72040;2016;13082
Meise;23050;1997;17979
Meise;23050;1998;18006
Meise;23050;1999;18153
Meise;23050;2000;18347
Meise;23050;2001;18390
Meise;23050;2002;18471
Meise;23050;2003;18482
Meise;23050;2004;18427
Meise;23050;2005;18509
Meise;23050;2006;18464
Meise;23050;2007;18545
Meise;23050;2008;18466
Meise;23050;2009;18378
Meise;23050;2010;18382
Meise;23050;2011;18338
Meise;23050;2012;18418
Meise;23050;2013;18417
Meise;23050;2014;18569
Meise;23050;2015;18612
Meise;23050;2016;18742
Melle;44040;1997;10123
Melle;44040;1998;10210
Melle;44040;1999;10289
Melle;44040;2000;10349
Melle;44040;2001;10410
Melle;44040;2002;10509
Melle;44040;2003;10570
Melle;44040;2004;10569
Melle;44040;2005;10555
Melle;44040;2006;10585
Melle;44040;2007;10660
Melle;44040;2008;10710
Melle;44040;2009;10722
Melle;44040;2010;10774
Melle;44040;2011;10873
Melle;44040;2012;11016
Melle;44040;2013;11025
Melle;44040;2014;11142
Melle;44040;2015;11135
Melle;44040;2016;11189
Menen;34027;1997;32201
Menen;34027;1998;32281
Menen;34027;1999;32155
Menen;34027;2000;32028
Menen;34027;2001;31918
Menen;34027;2002;32156
Menen;34027;2003;32080
Menen;34027;2004;32141
Menen;34027;2005;32325
Menen;34027;2006;32413
Menen;34027;2007;32439
Menen;34027;2008;32450
Menen;34027;2009;32610
Menen;34027;2010;32530
Menen;34027;2011;32731
Menen;34027;2012;32683
Menen;34027;2013;32707
Menen;34027;2014;32964
Menen;34027;2015;32905
Menen;34027;2016;32877
Merchtem;23052;1997;13977
Merchtem;23052;1998;14024
Merchtem;23052;1999;14114
Merchtem;23052;2000;14250
Merchtem;23052;2001;14254
Merchtem;23052;2002;14321
Merchtem;23052;2003;14436
Merchtem;23052;2004;14551
Merchtem;23052;2005;14663
Merchtem;23052;2006;14838
Merchtem;23052;2007;15053
Merchtem;23052;2008;15110
Merchtem;23052;2009;15140
Merchtem;23052;2010;15341
Merchtem;23052;2011;15558
Merchtem;23052;2012;15693
Merchtem;23052;2013;15866
Merchtem;23052;2014;15900
Merchtem;23052;2015;15920
Merchtem;23052;2016;16083
Merelbeke;44043;1997;21162
Merelbeke;44043;1998;21317
Merelbeke;44043;1999;21600
Merelbeke;44043;2000;21786
Merelbeke;44043;2001;21954
Merelbeke;44043;2002;21976
Merelbeke;44043;2003;22003
Merelbeke;44043;2004;22031
Merelbeke;44043;2005;22193
Merelbeke;44043;2006;22353
Merelbeke;44043;2007;22423
Merelbeke;44043;2008;22705
Merelbeke;44043;2009;22913
Merelbeke;44043;2010;23117
Merelbeke;44043;2011;23391
Merelbeke;44043;2012;23505
Merelbeke;44043;2013;23638
Merelbeke;44043;2014;23780
Merelbeke;44043;2015;24047
Merelbeke;44043;2016;24279
Merksplas;13023;1997;7852
Merksplas;13023;1998;7872
Merksplas;13023;1999;7965
Merksplas;13023;2000;8055
Merksplas;13023;2001;8058
Merksplas;13023;2002;8084
Merksplas;13023;2003;8044
Merksplas;13023;2004;8027
Merksplas;13023;2005;8114
Merksplas;13023;2006;8173
Merksplas;13023;2007;8270
Merksplas;13023;2008;8321
Merksplas;13023;2009;8432
Merksplas;13023;2010;8465
Merksplas;13023;2011;8557
Merksplas;13023;2012;8576
Merksplas;13023;2013;8682
Merksplas;13023;2014;8637
Merksplas;13023;2015;8693
Merksplas;13023;2016;8642
Mesen;33016;1997;995
Mesen;33016;1998;963
Mesen;33016;1999;977
Mesen;33016;2000;964
Mesen;33016;2001;966
Mesen;33016;2002;971
Mesen;33016;2003;971
Mesen;33016;2004;971
Mesen;33016;2005;976
Mesen;33016;2006;988
Mesen;33016;2007;983
Mesen;33016;2008;997
Mesen;33016;2009;952
Mesen;33016;2010;950
Mesen;33016;2011;945
Mesen;33016;2012;952
Mesen;33016;2013;980
Mesen;33016;2014;1040
Mesen;33016;2015;1037
Mesen;33016;2016;1054
Meulebeke;37007;1997;11004
Meulebeke;37007;1998;10962
Meulebeke;37007;1999;11009
Meulebeke;37007;2000;11055
Meulebeke;37007;2001;11036
Meulebeke;37007;2002;10991
Meulebeke;37007;2003;10978
Meulebeke;37007;2004;10965
Meulebeke;37007;2005;10971
Meulebeke;37007;2006;10980
Meulebeke;37007;2007;10983
Meulebeke;37007;2008;11031
Meulebeke;37007;2009;11062
Meulebeke;37007;2010;11059
Meulebeke;37007;2011;11071
Meulebeke;37007;2012;11086
Meulebeke;37007;2013;11075
Meulebeke;37007;2014;11078
Meulebeke;37007;2015;11023
Meulebeke;37007;2016;11018
Middelkerke;35011;1997;16154
Middelkerke;35011;1998;16390
Middelkerke;35011;1999;16426
Middelkerke;35011;2000;16583
Middelkerke;35011;2001;16668
Middelkerke;35011;2002;16930
Middelkerke;35011;2003;17217
Middelkerke;35011;2004;17501
Middelkerke;35011;2005;17690
Middelkerke;35011;2006;17841
Middelkerke;35011;2007;18080
Middelkerke;35011;2008;18378
Middelkerke;35011;2009;18614
Middelkerke;35011;2010;18636
Middelkerke;35011;2011;18893
Middelkerke;35011;2012;19052
Middelkerke;35011;2013;19083
Middelkerke;35011;2014;19177
Middelkerke;35011;2015;19302
Middelkerke;35011;2016;19262
Moerbeke;44045;1997;5748
Moerbeke;44045;1998;5726
Moerbeke;44045;1999;5759
Moerbeke;44045;2000;5753
Moerbeke;44045;2001;5745
Moerbeke;44045;2002;5762
Moerbeke;44045;2003;5794
Moerbeke;44045;2004;5781
Moerbeke;44045;2005;5813
Moerbeke;44045;2006;5844
Moerbeke;44045;2007;5904
Moerbeke;44045;2008;5942
Moerbeke;44045;2009;6004
Moerbeke;44045;2010;6012
Moerbeke;44045;2011;6037
Moerbeke;44045;2012;6162
Moerbeke;44045;2013;6248
Moerbeke;44045;2014;6248
Moerbeke;44045;2015;6278
Moerbeke;44045;2016;6328
Mol;13025;1997;31066
Mol;13025;1998;31264
Mol;13025;1999;31394
Mol;13025;2000;31683
Mol;13025;2001;31766
Mol;13025;2002;31919
Mol;13025;2003;32170
Mol;13025;2004;32356
Mol;13025;2005;32476
Mol;13025;2006;32751
Mol;13025;2007;33060
Mol;13025;2008;33400
Mol;13025;2009;33763
Mol;13025;2010;34114
Mol;13025;2011;34446
Mol;13025;2012;34827
Mol;13025;2013;35089
Mol;13025;2014;35382
Mol;13025;2015;35685
Mol;13025;2016;36034
Moorslede;36012;1997;10760
Moorslede;36012;1998;10752
Moorslede;36012;1999;10756
Moorslede;36012;2000;10733
Moorslede;36012;2001;10690
Moorslede;36012;2002;10710
Moorslede;36012;2003;10715
Moorslede;36012;2004;10620
Moorslede;36012;2005;10626
Moorslede;36012;2006;10618
Moorslede;36012;2007;10697
Moorslede;36012;2008;10840
Moorslede;36012;2009;10746
Moorslede;36012;2010;10799
Moorslede;36012;2011;10859
Moorslede;36012;2012;10925
Moorslede;36012;2013;10990
Moorslede;36012;2014;10962
Moorslede;36012;2015;10942
Moorslede;36012;2016;10949
Mortsel;11029;1997;25370
Mortsel;11029;1998;25197
Mortsel;11029;1999;25107
Mortsel;11029;2000;25086
Mortsel;11029;2001;24859
Mortsel;11029;2002;24738
Mortsel;11029;2003;24669
Mortsel;11029;2004;24450
Mortsel;11029;2005;24393
Mortsel;11029;2006;24427
Mortsel;11029;2007;24426
Mortsel;11029;2008;24421
Mortsel;11029;2009;24658
Mortsel;11029;2010;24737
Mortsel;11029;2011;24804
Mortsel;11029;2012;25143
Mortsel;11029;2013;25202
Mortsel;11029;2014;25242
Mortsel;11029;2015;25356
Mortsel;11029;2016;25551
Nazareth;44048;1997;10725
Nazareth;44048;1998;10744
Nazareth;44048;1999;10830
Nazareth;44048;2000;10876
Nazareth;44048;2001;10909
Nazareth;44048;2002;10918
Nazareth;44048;2003;10910
Nazareth;44048;2004;10910
Nazareth;44048;2005;10915
Nazareth;44048;2006;10947
Nazareth;44048;2007;10962
Nazareth;44048;2008;11080
Nazareth;44048;2009;11130
Nazareth;44048;2010;11204
Nazareth;44048;2011;11252
Nazareth;44048;2012;11351
Nazareth;44048;2013;11383
Nazareth;44048;2014;11447
Nazareth;44048;2015;11538
Nazareth;44048;2016;11570
Neerpelt;72025;1997;15097
Neerpelt;72025;1998;15222
Neerpelt;72025;1999;15301
Neerpelt;72025;2000;15378
Neerpelt;72025;2001;15480
Neerpelt;72025;2002;15681
Neerpelt;72025;2003;15830
Neerpelt;72025;2004;15879
Neerpelt;72025;2005;16063
Neerpelt;72025;2006;16117
Neerpelt;72025;2007;16156
Neerpelt;72025;2008;16247
Neerpelt;72025;2009;16369
Neerpelt;72025;2010;16448
Neerpelt;72025;2011;16583
Neerpelt;72025;2012;16686
Neerpelt;72025;2013;16746
Neerpelt;72025;2014;16844
Neerpelt;72025;2015;16836
Neerpelt;72025;2016;16969
Nevele;44049;1997;10883
Nevele;44049;1998;10968
Nevele;44049;1999;10986
Nevele;44049;2000;10993
Nevele;44049;2001;10986
Nevele;44049;2002;10894
Nevele;44049;2003;10982
Nevele;44049;2004;11045
Nevele;44049;2005;11056
Nevele;44049;2006;11217
Nevele;44049;2007;11376
Nevele;44049;2008;11431
Nevele;44049;2009;11605
Nevele;44049;2010;11785
Nevele;44049;2011;11920
Nevele;44049;2012;11908
Nevele;44049;2013;11949
Nevele;44049;2014;11937
Nevele;44049;2015;12039
Nevele;44049;2016;12071
Niel;11030;1997;8209
Niel;11030;1998;8347
Niel;11030;1999;8418
Niel;11030;2000;8405
Niel;11030;2001;8513
Niel;11030;2002;8555
Niel;11030;2003;8590
Niel;11030;2004;8637
Niel;11030;2005;8714
Niel;11030;2006;8798
Niel;11030;2007;8922
Niel;11030;2008;9155
Niel;11030;2009;9230
Niel;11030;2010;9268
Niel;11030;2011;9387
Niel;11030;2012;9461
Niel;11030;2013;9582
Niel;11030;2014;9833
Niel;11030;2015;9962
Niel;11030;2016;10136
Nieuwerkerken;71045;1997;6233
Nieuwerkerken;71045;1998;6337
Nieuwerkerken;71045;1999;6432
Nieuwerkerken;71045;2000;6483
Nieuwerkerken;71045;2001;6510
Nieuwerkerken;71045;2002;6486
Nieuwerkerken;71045;2003;6480
Nieuwerkerken;71045;2004;6516
Nieuwerkerken;71045;2005;6585
Nieuwerkerken;71045;2006;6606
Nieuwerkerken;71045;2007;6685
Nieuwerkerken;71045;2008;6707
Nieuwerkerken;71045;2009;6758
Nieuwerkerken;71045;2010;6732
Nieuwerkerken;71045;2011;6687
Nieuwerkerken;71045;2012;6691
Nieuwerkerken;71045;2013;6729
Nieuwerkerken;71045;2014;6748
Nieuwerkerken;71045;2015;6841
Nieuwerkerken;71045;2016;6865
Nieuwpoort;38016;1997;10169
Nieuwpoort;38016;1998;10232
Nieuwpoort;38016;1999;10259
Nieuwpoort;38016;2000;10261
Nieuwpoort;38016;2001;10332
Nieuwpoort;38016;2002;10468
Nieuwpoort;38016;2003;10595
Nieuwpoort;38016;2004;10649
Nieuwpoort;38016;2005;10856
Nieuwpoort;38016;2006;10855
Nieuwpoort;38016;2007;10940
Nieuwpoort;38016;2008;11062
Nieuwpoort;38016;2009;11161
Nieuwpoort;38016;2010;11267
Nieuwpoort;38016;2011;11377
Nieuwpoort;38016;2012;11368
Nieuwpoort;38016;2013;11487
Nieuwpoort;38016;2014;11451
Nieuwpoort;38016;2015;11411
Nieuwpoort;38016;2016;11379
Nijlen;12026;1997;20165
Nijlen;12026;1998;20297
Nijlen;12026;1999;20407
Nijlen;12026;2000;20423
Nijlen;12026;2001;20499
Nijlen;12026;2002;20519
Nijlen;12026;2003;20613
Nijlen;12026;2004;20642
Nijlen;12026;2005;20743
Nijlen;12026;2006;20864
Nijlen;12026;2007;20978
Nijlen;12026;2008;21210
Nijlen;12026;2009;21369
Nijlen;12026;2010;21572
Nijlen;12026;2011;21824
Nijlen;12026;2012;22065
Nijlen;12026;2013;22198
Nijlen;12026;2014;22342
Nijlen;12026;2015;22559
Nijlen;12026;2016;22651
Ninove;41048;1997;34299
Ninove;41048;1998;34391
Ninove;41048;1999;34614
Ninove;41048;2000;34559
Ninove;41048;2001;34656
Ninove;41048;2002;34744
Ninove;41048;2003;34766
Ninove;41048;2004;35039
Ninove;41048;2005;35373
Ninove;41048;2006;35651
Ninove;41048;2007;35874
Ninove;41048;2008;36219
Ninove;41048;2009;36490
Ninove;41048;2010;36675
Ninove;41048;2011;37101
Ninove;41048;2012;37295
Ninove;41048;2013;37446
Ninove;41048;2014;37658
Ninove;41048;2015;37965
Ninove;41048;2016;38051
Olen;13029;1997;10716
Olen;13029;1998;10758
Olen;13029;1999;10864
Olen;13029;2000;10895
Olen;13029;2001;10920
Olen;13029;2002;10976
Olen;13029;2003;11009
Olen;13029;2004;11090
Olen;13029;2005;11147
Olen;13029;2006;11314
Olen;13029;2007;11467
Olen;13029;2008;11547
Olen;13029;2009;11655
Olen;13029;2010;11749
Olen;13029;2011;11784
Olen;13029;2012;11923
Olen;13029;2013;12016
Olen;13029;2014;12125
Olen;13029;2015;12186
Olen;13029;2016;12242
Oostende;35013;1997;68049
Oostende;35013;1998;67595
Oostende;35013;1999;67304
Oostende;35013;2000;67279
Oostende;35013;2001;67334
Oostende;35013;2002;67574
Oostende;35013;2003;68065
Oostende;35013;2004;68273
Oostende;35013;2005;68594
Oostende;35013;2006;68931
Oostende;35013;2007;69115
Oostende;35013;2008;69175
Oostende;35013;2009;69061
Oostende;35013;2010;69064
Oostende;35013;2011;69732
Oostende;35013;2012;70284
Oostende;35013;2013;69969
Oostende;35013;2014;70274
Oostende;35013;2015;70460
Oostende;35013;2016;70600
Oosterzele;44052;1997;13153
Oosterzele;44052;1998;13148
Oosterzele;44052;1999;13156
Oosterzele;44052;2000;13204
Oosterzele;44052;2001;13231
Oosterzele;44052;2002;13287
Oosterzele;44052;2003;13243
Oosterzele;44052;2004;13155
Oosterzele;44052;2005;13237
Oosterzele;44052;2006;13172
Oosterzele;44052;2007;13194
Oosterzele;44052;2008;13241
Oosterzele;44052;2009;13269
Oosterzele;44052;2010;13334
Oosterzele;44052;2011;13353
Oosterzele;44052;2012;13420
Oosterzele;44052;2013;13458
Oosterzele;44052;2014;13489
Oosterzele;44052;2015;13531
Oosterzele;44052;2016;13545
Oostkamp;31022;1997;21078
Oostkamp;31022;1998;21137
Oostkamp;31022;1999;21150
Oostkamp;31022;2000;21218
Oostkamp;31022;2001;21166
Oostkamp;31022;2002;21230
Oostkamp;31022;2003;21320
Oostkamp;31022;2004;21392
Oostkamp;31022;2005;21543
Oostkamp;31022;2006;21796
Oostkamp;31022;2007;21948
Oostkamp;31022;2008;22111
Oostkamp;31022;2009;22343
Oostkamp;31022;2010;22452
Oostkamp;31022;2011;22536
